조회일자,품목코드,품목명,평년비율,전일비율,도매일일가격,도매순가격,도매전일가격,도매전순가격,도매전년순가격,도매평년순가격,도매일일위기단계명,도매일일작형연속위기횟수,도매일일작형위기단계코드,도매순위기단계명,도매순작형위기단계코드,도매순작형연속위기횟수,도매월위기단계명,도매월작형위기단계코드,도매전일자,도매전순월,도매전순명,도매순월,도매순명,도매일자,소매일일가격,소매순가격,소매전일가격,소매전순가격,소매전년순가격,소매평년순가격,소매전일자,소매전순월,소매전순명,소매순월,소매순명,소매일자
2024-06-07,1201,양파,41.809,-0.69,1160,1130,1168,1146,1264,818,안정,23,4,안정,4,1,안정,4,2024-06-06,5,하순,6,상순,2024-06-07,2215,2373,2474,2103,2091,2012,,,,,,
2024-06-07,1202,대파,-2.248,9.408,1435,1486,1300,1651,1477,1468,하락심각,33,1,하락심각,1,1,하락심각,1,2024-06-06,5,하순,6,상순,2024-06-07,5149,5026,4922,4813,4850,4374,,,,,,
2024-06-08,1001,배추,-5.786,-4.815,2312,2205.667,2423.333,2188,2895,2454,안정,1,4,안정,4,1,상승주의,5,2024-06-07,5,하순,6,상순,2024-06-08,3668,3663,3672,3578,3779,3700,,,,,,
2024-06-08,1101,무,40.68,4.066,1448.6,1500.3,1389.7,1717,1058.7,1030,상승주의,7,5,상승주의,5,1,상승주의,5,2024-06-07,5,하순,6,상순,2024-06-08,2058,2127,2133,2065,1997,1741,,,,,,
2024-06-08,1207,건고추,18.088,0,13664,13664,13664,13544,12480,11571,상승심각,186,7,상승심각,7,1,상승심각,7,2024-06-05,5,하순,6,상순,2024-06-07,18727,18723,18727,18732,16055,15402,,,,,,
2024-06-08,1209,마늘,6.792,0.123,6808.35,6796.7,6800,6787,6330.55,6375,상승경계,4,6,상승경계,6,1,상승경계,6,2024-06-05,5,하순,6,상순,2024-06-07,10139,10190,10266,9174,10380,10399,,,,,,
2024-06-08,1201,양파,38.142,-2.655,1130,1130,1160,1146,1264,818,안정,24,4,안정,4,1,안정,4,2024-06-07,5,하순,6,상순,2024-06-08,2215,2373,2474,2103,2091,2012,,,,,,
2024-06-08,1202,대파,-16.281,-16.762,1229,1486,1435,1651,1477,1468,하락심각,34,1,하락심각,1,1,하락심각,1,2024-06-07,5,하순,6,상순,2024-06-08,5149,5026,4922,4813,4850,4374,,,,,,
2024-06-09,1001,배추,-5.786,-4.815,2312,2205.667,2423.333,2188,2895,2454,안정,1,4,안정,4,1,상승주의,5,2024-06-07,5,하순,6,상순,2024-06-08,3668,3663,3672,3578,3779,3700,,,,,,
2024-06-09,1101,무,40.68,4.066,1448.6,1500.3,1389.7,1717,1058.7,1030,상승주의,7,5,상승주의,5,1,상승주의,5,2024-06-07,5,하순,6,상순,2024-06-08,2058,2127,2133,2065,1997,1741,,,,,,
2024-06-09,1207,건고추,18.088,0,13664,13664,13664,13544,12480,11571,상승심각,186,7,상승심각,7,1,상승심각,7,2024-06-05,5,하순,6,상순,2024-06-07,18727,18723,18727,18732,16055,15402,,,,,,
2024-06-09,1209,마늘,6.792,0.123,6808.35,6796.7,6800,6787,6330.55,6375,상승경계,4,6,상승경계,6,1,상승경계,6,2024-06-05,5,하순,6,상순,2024-06-07,10139,10190,10266,9174,10380,10399,,,,,,
2024-06-09,1201,양파,38.142,-2.655,1130,1130,1160,1146,1264,818,안정,24,4,안정,4,1,안정,4,2024-06-07,5,하순,6,상순,2024-06-08,2215,2373,2474,2103,2091,2012,,,,,,
2024-06-09,1202,대파,-16.281,-16.762,1229,1486,1435,1651,1477,1468,하락심각,34,1,하락심각,1,1,하락심각,1,2024-06-07,5,하순,6,상순,2024-06-08,5149,5026,4922,4813,4850,4374,,,,,,
2024-06-10,1001,배추,-2.771,3.115,2386.333,2205.667,2312,2188,2895,2454,상승주의,1,5,안정,4,1,상승주의,5,2024-06-08,5,하순,6,상순,2024-06-10,3609,3663,3668,3578,3779,3700,,,,,,
2024-06-10,1101,무,44.369,2.589,1487.1,1500.3,1448.6,1717,1058.7,1030,상승주의,8,5,상승주의,5,1,상승주의,5,2024-06-08,5,하순,6,상순,2024-06-10,2118,2127,2058,2065,1997,1741,,,,,,
2024-06-10,1207,건고추,18.088,0,13664,13664,13664,13544,12480,11571,상승심각,186,7,상승심각,7,1,상승심각,7,2024-06-05,5,하순,6,상순,2024-06-07,18727,18723,18727,18732,16055,15402,,,,,,
2024-06-10,1209,마늘,6.792,0.123,6808.35,6796.7,6800,6787,6330.55,6375,상승경계,4,6,상승경계,6,1,상승경계,6,2024-06-05,5,하순,6,상순,2024-06-07,10139,10190,10266,9174,10380,10399,,,,,,
2024-06-10,1201,양파,34.108,-3.008,1097,1130,1130,1146,1264,818,안정,25,4,안정,4,1,안정,4,2024-06-08,5,하순,6,상순,2024-06-10,2264,2373,2215,2103,2091,2012,,,,,,
2024-06-10,1202,대파,29.292,35.248,1898,1486,1229,1651,1477,1468,하락심각,35,1,하락심각,1,1,하락심각,1,2024-06-08,5,하순,6,상순,2024-06-10,5215,5026,5149,4813,4850,4374,,,,,,
2024-06-11,1001,배추,-17.231,-23.559,1931.333,2178.667,2386.333,2206,2583.333,2333,안정,1,4,안정,4,1,상승주의,5,2024-06-10,6,상순,6,중순,2024-06-11,3606,3468,3609,3663,3641,3683,,,,,,
2024-06-11,1101,무,38.825,-3.213,1440.8,1460.6,1487.1,1500,1104.7,1038,상승주의,9,5,상승주의,5,1,상승주의,5,2024-06-10,6,상순,6,중순,2024-06-11,2103,2086,2118,2127,1798,1698,,,,,,
2024-06-11,1207,건고추,17.905,0,13664,13664,13664,13664,12536.58,11589,상승심각,187,7,상승심각,7,1,상승심각,7,2024-06-07,6,상순,6,중순,2024-06-10,18727,18727,18727,18723,16220,15460,,,,,,
2024-06-11,1209,마늘,8.719,0,6808.35,6805.2,6808.35,6797,6438.1,6262,상승경계,5,6,상승경계,6,1,상승경계,6,2024-06-07,6,상순,6,중순,2024-06-10,10153,10284,10139,10190,10321,10357,,,,,,
2024-06-11,1201,양파,21.905,-7.129,1024,963,1097,1130,1127,840,안정,26,4,안정,4,1,안정,4,2024-06-10,6,상순,6,중순,2024-06-11,2256,2146,2264,2373,2149,2058,,,,,,
2024-06-11,1202,대파,-2.978,-35.475,1401,1369,1898,1486,1463,1444,하락심각,36,1,하락심각,1,1,하락심각,1,2024-06-10,6,상순,6,중순,2024-06-11,5257,5208,5215,5026,5168,4623,,,,,,
2024-06-12,1001,배추,0.471,17.594,2343.667,2178.667,1931.333,2206,2583.333,2333,상승주의,1,5,안정,4,1,상승주의,5,2024-06-11,6,상순,6,중순,2024-06-12,3606,3468,3606,3663,3641,3683,,,,,,
2024-06-12,1101,무,39.306,0.332,1445.6,1460.6,1440.8,1500,1104.7,1038,상승주의,10,5,상승주의,5,1,상승주의,5,2024-06-11,6,상순,6,중순,2024-06-12,2103,2086,2103,2127,1798,1698,,,,,,
2024-06-12,1207,건고추,17.905,0,13664,13664,13664,13664,12536.58,11589,상승심각,188,7,상승심각,7,1,상승심각,7,2024-06-10,6,상순,6,중순,2024-06-11,18727,18727,18727,18723,16220,15460,,,,,,
2024-06-12,1209,마늘,8.719,0,6808.35,6805.2,6808.35,6797,6438.1,6262,상승경계,6,6,상승경계,6,1,상승경계,6,2024-06-10,6,상순,6,중순,2024-06-11,10093,10284,10153,10190,10321,10357,,,,,,
2024-06-12,1201,양파,15.119,-5.895,967,963,1024,1130,1127,840,안정,27,4,안정,4,1,안정,4,2024-06-11,6,상순,6,중순,2024-06-12,2256,2146,2256,2373,2149,2058,,,,,,
2024-06-12,1202,대파,-12.119,-10.402,1269,1369,1401,1486,1463,1444,하락심각,37,1,하락심각,1,1,하락심각,1,2024-06-11,6,상순,6,중순,2024-06-12,5257,5208,5257,5026,5168,4623,,,,,,
2024-06-13,1001,배추,7.93,6.911,2517.667,2178.667,2343.667,2206,2583.333,2333,상승주의,2,5,안정,4,1,상승주의,5,2024-06-12,6,상순,6,중순,2024-06-13,3422,3468,3606,3663,3641,3683,,,,,,
2024-06-13,1101,무,41.715,1.693,1470.5,1460.6,1445.6,1500,1104.7,1038,상승주의,11,5,상승주의,5,1,상승주의,5,2024-06-12,6,상순,6,중순,2024-06-13,2139,2086,2103,2127,1798,1698,,,,,,
2024-06-13,1207,건고추,17.905,0,13664,13664,13664,13664,12536.58,11589,상승심각,189,7,상승심각,7,1,상승심각,7,2024-06-11,6,상순,6,중순,2024-06-12,18727,18727,18727,18723,16220,15460,,,,,,
2024-06-13,1209,마늘,8.719,0,6808.35,6805.2,6808.35,6797,6438.1,6262,상승경계,7,6,상승경계,6,1,상승경계,6,2024-06-11,6,상순,6,중순,2024-06-12,10093,10284,10093,10190,10321,10357,,,,,,
2024-06-13,1201,양파,11.429,-3.312,936,963,967,1130,1127,840,안정,28,4,안정,4,1,안정,4,2024-06-12,6,상순,6,중순,2024-06-13,2161,2146,2256,2373,2149,2058,,,,,,
2024-06-13,1202,대파,-5.886,6.623,1359,1369,1269,1486,1463,1444,하락심각,38,1,하락심각,1,1,하락심각,1,2024-06-12,6,상순,6,중순,2024-06-13,5149,5208,5257,5026,5168,4623,,,,,,
2024-06-14,1001,배추,14.574,5.823,2673.333,2178.667,2517.667,2206,2583.333,2333,상승주의,3,5,안정,4,1,상승주의,5,2024-06-13,6,상순,6,중순,2024-06-14,3410,3468,3422,3663,3641,3683,,,,,,
2024-06-14,1101,무,41.426,-0.204,1467.5,1460.6,1470.5,1500,1104.7,1038,상승주의,12,5,상승주의,5,1,상승주의,5,2024-06-13,6,상순,6,중순,2024-06-14,2133,2086,2139,2127,1798,1698,,,,,,
2024-06-14,1207,건고추,17.905,0,13664,13664,13664,13664,12536.58,11589,상승심각,190,7,상승심각,7,1,상승심각,7,2024-06-12,6,상순,6,중순,2024-06-13,18727,18727,18727,18723,16220,15460,,,,,,
2024-06-14,1209,마늘,8.719,0,6808.35,6805.2,6808.35,6797,6438.1,6262,상승경계,8,6,상승경계,6,1,상승경계,6,2024-06-12,6,상순,6,중순,2024-06-13,10216,10284,10093,10190,10321,10357,,,,,,
2024-06-14,1201,양파,5,-6.122,882,963,936,1130,1127,840,안정,29,4,안정,4,1,안정,4,2024-06-13,6,상순,6,중순,2024-06-14,2049,2146,2161,2373,2149,2058,,,,,,
2024-06-14,1202,대파,-12.673,-7.772,1261,1369,1359,1486,1463,1444,하락심각,39,1,하락심각,1,1,하락심각,1,2024-06-13,6,상순,6,중순,2024-06-14,5093,5208,5149,5026,5168,4623,,,,,,
2024-06-15,1001,배추,-19.76,-42.781,1872.333,2178.667,2673.333,2206,2583.333,2333,안정,1,4,안정,4,1,상승주의,5,2024-06-14,6,상순,6,중순,2024-06-15,3410,3468,3422,3663,3641,3683,,,,,,
2024-06-15,1101,무,36.031,-3.96,1411.6,1460.6,1467.5,1500,1104.7,1038,상승주의,13,5,상승주의,5,1,상승주의,5,2024-06-14,6,상순,6,중순,2024-06-15,2133,2086,2139,2127,1798,1698,,,,,,
2024-06-15,1207,건고추,17.905,0,13664,13664,13664,13664,12536.58,11589,상승심각,191,7,상승심각,7,1,상승심각,7,2024-06-13,6,상순,6,중순,2024-06-14,18727,18727,18727,18723,16220,15460,,,,,,
2024-06-15,1209,마늘,8.719,0,6808.35,6805.2,6808.35,6797,6438.1,6262,상승경계,9,6,상승경계,6,1,상승경계,6,2024-06-13,6,상순,6,중순,2024-06-14,10353,10284,10216,10190,10321,10357,,,,,,
2024-06-15,1201,양파,13.69,7.644,955,963,882,1130,1127,840,안정,30,4,안정,4,1,안정,4,2024-06-14,6,상순,6,중순,2024-06-15,2049,2146,2161,2373,2149,2058,,,,,,
2024-06-15,1202,대파,-2.701,10.249,1405,1369,1261,1486,1463,1444,하락심각,40,1,하락심각,1,1,하락심각,1,2024-06-14,6,상순,6,중순,2024-06-15,5093,5208,5149,5026,5168,4623,,,,,,
2024-06-16,1001,배추,-19.76,-42.781,1872.333,2178.667,2673.333,2206,2583.333,2333,안정,1,4,안정,4,1,상승주의,5,2024-06-14,6,상순,6,중순,2024-06-15,3410,3468,3422,3663,3641,3683,,,,,,
2024-06-16,1101,무,36.031,-3.96,1411.6,1460.6,1467.5,1500,1104.7,1038,상승주의,13,5,상승주의,5,1,상승주의,5,2024-06-14,6,상순,6,중순,2024-06-15,2133,2086,2139,2127,1798,1698,,,,,,
2024-06-16,1207,건고추,17.905,0,13664,13664,13664,13664,12536.58,11589,상승심각,191,7,상승심각,7,1,상승심각,7,2024-06-13,6,상순,6,중순,2024-06-14,18727,18727,18727,18723,16220,15460,,,,,,
2024-06-16,1209,마늘,8.719,0,6808.35,6805.2,6808.35,6797,6438.1,6262,상승경계,9,6,상승경계,6,1,상승경계,6,2024-06-13,6,상순,6,중순,2024-06-14,10353,10284,10216,10190,10321,10357,,,,,,
2024-06-16,1201,양파,13.69,7.644,955,963,882,1130,1127,840,안정,30,4,안정,4,1,안정,4,2024-06-14,6,상순,6,중순,2024-06-15,2049,2146,2161,2373,2149,2058,,,,,,
2024-06-16,1202,대파,-2.701,10.249,1405,1369,1261,1486,1463,1444,하락심각,40,1,하락심각,1,1,하락심각,1,2024-06-14,6,상순,6,중순,2024-06-15,5093,5208,5149,5026,5168,4623,,,,,,
2024-06-17,1001,배추,1.543,20.976,2369.333,2178.667,1872.333,2206,2583.333,2333,상승주의,1,5,안정,4,1,상승주의,5,2024-06-15,6,상순,6,중순,2024-06-17,3406,3468,3410,3663,3641,3683,,,,,,
2024-06-17,1101,무,36.416,0.325,1416.2,1460.6,1411.6,1500,1104.7,1038,상승주의,14,5,상승주의,5,1,상승주의,5,2024-06-15,6,상순,6,중순,2024-06-17,2105,2086,2133,2127,1798,1698,,,,,,
2024-06-17,1207,건고추,17.905,0,13664,13664,13664,13664,12536.58,11589,상승심각,191,7,상승심각,7,1,상승심각,7,2024-06-13,6,상순,6,중순,2024-06-14,18727,18727,18727,18723,16220,15460,,,,,,
2024-06-17,1209,마늘,8.719,0,6808.35,6805.2,6808.35,6797,6438.1,6262,상승경계,9,6,상승경계,6,1,상승경계,6,2024-06-13,6,상순,6,중순,2024-06-14,10353,10284,10216,10190,10321,10357,,,,,,
2024-06-17,1201,양파,16.548,2.451,979,963,955,1130,1127,840,안정,31,4,안정,4,1,안정,4,2024-06-15,6,상순,6,중순,2024-06-17,2124,2146,2049,2373,2149,2058,,,,,,
2024-06-17,1202,대파,2.77,5.323,1484,1369,1405,1486,1463,1444,하락심각,41,1,하락심각,1,1,하락심각,1,2024-06-15,6,상순,6,중순,2024-06-17,5231,5208,5093,5026,5168,4623,,,,,,
2024-06-18,1001,배추,-15.174,-19.744,1978.667,2178.667,2369.333,2206,2583.333,2333,안정,1,4,안정,4,1,상승주의,5,2024-06-17,6,상순,6,중순,2024-06-18,3421,3468,3406,3663,3641,3683,,,,,,
2024-06-18,1101,무,44.605,5.65,1501,1460.6,1416.2,1500,1104.7,1038,상승주의,15,5,상승주의,5,1,상승주의,5,2024-06-17,6,상순,6,중순,2024-06-18,2023,2086,2105,2127,1798,1698,,,,,,
2024-06-18,1207,건고추,17.905,0,13664,13664,13664,13664,12536.58,11589,상승심각,192,7,상승심각,7,1,상승심각,7,2024-06-14,6,상순,6,중순,2024-06-17,18727,18727,18727,18723,16220,15460,,,,,,
2024-06-18,1209,마늘,8.719,0,6808.35,6805.2,6808.35,6797,6438.1,6262,상승경계,10,6,상승경계,6,1,상승경계,6,2024-06-14,6,상순,6,중순,2024-06-17,10353,10284,10353,10190,10321,10357,,,,,,
2024-06-18,1201,양파,17.5,0.811,987,963,979,1130,1127,840,안정,32,4,안정,4,1,안정,4,2024-06-17,6,상순,6,중순,2024-06-18,2130,2146,2124,2373,2149,2058,,,,,,
2024-06-18,1202,대파,-12.465,-17.405,1264,1369,1484,1486,1463,1444,하락심각,42,1,하락심각,1,1,하락심각,1,2024-06-17,6,상순,6,중순,2024-06-18,5282,5208,5231,5026,5168,4623,,,,,,
2024-06-19,1001,배추,-12.302,3.275,2045.667,2178.667,1978.667,2206,2583.333,2333,안정,2,4,안정,4,1,상승주의,5,2024-06-18,6,상순,6,중순,2024-06-19,3412,3468,3421,3663,3641,3683,,,,,,
2024-06-19,1101,무,40.848,-2.661,1462.1,1460.6,1501,1500,1104.7,1038,상승주의,16,5,상승주의,5,1,상승주의,5,2024-06-18,6,상순,6,중순,2024-06-19,2040,2086,2023,2127,1798,1698,,,,,,
2024-06-19,1207,건고추,17.905,0,13664,13664,13664,13664,12536.58,11589,상승심각,193,7,상승심각,7,1,상승심각,7,2024-06-17,6,상순,6,중순,2024-06-18,18727,18727,18727,18723,16220,15460,,,,,,
2024-06-19,1209,마늘,8.592,-0.123,6800,6805.2,6808.35,6797,6438.1,6262,상승경계,11,6,상승경계,6,1,상승경계,6,2024-06-17,6,상순,6,중순,2024-06-18,10384,10284,10353,10190,10321,10357,,,,,,
2024-06-19,1201,양파,16.786,-0.612,981,963,987,1130,1127,840,안정,33,4,안정,4,1,안정,4,2024-06-18,6,상순,6,중순,2024-06-19,2124,2146,2130,2373,2149,2058,,,,,,
2024-06-19,1202,대파,-0.277,12.222,1440,1369,1264,1486,1463,1444,하락심각,43,1,하락심각,1,1,하락심각,1,2024-06-18,6,상순,6,중순,2024-06-19,5313,5208,5282,5026,5168,4623,,,,,,
2024-06-20,1001,배추,-19.546,-8.986,1877,2178.667,2045.667,2206,2583.333,2333,안정,3,4,안정,4,1,상승주의,5,2024-06-19,6,상순,6,중순,2024-06-20,3461,3468,3412,3663,3641,3683,,,,,,
2024-06-20,1101,무,47.399,4.463,1530.4,1460.6,1462.1,1500,1104.7,1038,상승주의,17,5,상승주의,5,1,상승주의,5,2024-06-19,6,상순,6,중순,2024-06-20,2039,2086,2040,2127,1798,1698,,,,,,
2024-06-20,1207,건고추,17.905,0,13664,13664,13664,13664,12536.58,11589,상승심각,194,7,상승심각,7,1,상승심각,7,2024-06-18,6,상순,6,중순,2024-06-19,18727,18727,18727,18723,16220,15460,,,,,,
2024-06-20,1209,마늘,8.592,0,6800,6805.2,6800,6797,6438.1,6262,상승경계,12,6,상승경계,6,1,상승경계,6,2024-06-18,6,상순,6,중순,2024-06-19,10345,10284,10384,10190,10321,10357,,,,,,
2024-06-20,1201,양파,13.452,-2.938,953,963,981,1130,1127,840,안정,34,4,안정,4,1,안정,4,2024-06-19,6,상순,6,중순,2024-06-20,2071,2146,2124,2373,2149,2058,,,,,,
2024-06-20,1202,대파,-0.623,-0.348,1435,1369,1440,1486,1463,1444,하락심각,44,1,하락심각,1,1,하락심각,1,2024-06-19,6,상순,6,중순,2024-06-20,5085,5208,5313,5026,5168,4623,,,,,,
2024-06-21,1001,배추,-4.258,18.943,2315.667,2500.667,1877,2179,2679.333,2419,안정,4,4,상승주의,5,1,상승주의,5,2024-06-20,6,중순,6,하순,2024-06-21,3478,3599,3461,3468,3919,3743,,,,,,
2024-06-21,1101,무,32.007,-0.315,1525.6,1492.3,1530.4,1461,1279.7,1156,상승주의,18,5,상승주의,5,1,상승주의,5,2024-06-20,6,중순,6,하순,2024-06-21,2056,2086,2039,2086,1927,1765,,,,,,
2024-06-21,1207,건고추,17.813,0,13664,13664,13664,13664,12646,11598,상승심각,195,7,상승심각,7,1,상승심각,7,2024-06-19,6,중순,6,하순,2024-06-20,18727,18753,18727,18727,16339,15496,,,,,,
2024-06-21,1209,마늘,10.336,0,6800,6695.8,6800,6805,6603.7,6163,상승경계,13,6,상승경계,6,1,상승경계,6,2024-06-19,6,중순,6,하순,2024-06-20,10436,10386,10345,10284,10076,10204,,,,,,
2024-06-21,1201,양파,5.593,-0.953,944,964,953,963,1221,894,안정,35,4,안정,4,1,안정,4,2024-06-20,6,중순,6,하순,2024-06-21,2023,2059,2071,2146,2144,2053,,,,,,
2024-06-21,1202,대파,9.439,13.45,1658,1710,1435,1369,1886,1515,하락심각,45,1,하락심각,1,1,하락심각,1,2024-06-20,6,중순,6,하순,2024-06-21,5149,5407,5085,5208,5739,4677,,,,,,
2024-06-23,1001,배추,0.992,5.199,2442.667,2500.667,2315.667,2179,2679.333,2419,상승주의,1,5,상승주의,5,0,상승주의,5,2024-06-21,6,중순,6,하순,2024-06-22,3478,3599,3461,3468,3919,3743,,,,,,
2024-06-23,1101,무,20.675,-9.346,1395.2,1492.3,1525.6,1461,1279.7,1156,상승주의,19,5,상승주의,5,0,상승주의,5,2024-06-21,6,중순,6,하순,2024-06-22,2056,2086,2039,2086,1927,1765,,,,,,
2024-06-23,1207,건고추,17.813,0,13664,13664,13664,13664,12646,11598,상승심각,196,7,상승심각,7,0,상승심각,7,2024-06-20,6,중순,6,하순,2024-06-21,18753,18753,18727,18727,16339,15496,,,,,,
2024-06-23,1209,마늘,8.989,-1.241,6716.65,6695.8,6800,6805,6603.7,6163,상승경계,14,6,상승경계,6,0,상승경계,6,2024-06-20,6,중순,6,하순,2024-06-21,10425,10386,10436,10284,10076,10204,,,,,,
2024-06-23,1201,양파,9.62,3.673,980,964,944,963,1221,894,안정,36,4,안정,4,0,안정,4,2024-06-21,6,중순,6,하순,2024-06-22,2023,2059,2071,2146,2144,2053,,,,,,
2024-06-23,1202,대파,23.102,11.099,1865,1710,1658,1369,1886,1515,하락심각,46,1,하락심각,1,0,하락심각,1,2024-06-21,6,중순,6,하순,2024-06-22,5149,5407,5085,5208,5739,4677,,,,,,
2024-06-22,1001,배추,0.992,5.199,2442.667,2500.667,2315.667,2179,2679.333,2419,상승주의,1,5,상승주의,5,1,상승주의,5,2024-06-21,6,중순,6,하순,2024-06-22,3478,3552,3461,3468,3919,3743,,,,,,
2024-06-22,1101,무,20.675,-9.346,1395.2,1492.3,1525.6,1461,1279.7,1156,상승주의,19,5,상승주의,5,1,상승주의,5,2024-06-21,6,중순,6,하순,2024-06-22,2056,2080,2039,2086,1927,1765,,,,,,
2024-06-22,1207,건고추,17.813,0,13664,13664,13664,13664,12646,11598,상승심각,196,7,상승심각,7,1,상승심각,7,2024-06-20,6,중순,6,하순,2024-06-21,18753,18753,18727,18727,16339,15496,,,,,,
2024-06-22,1209,마늘,8.989,-1.241,6716.65,6696.65,6800,6805,6603.7,6163,상승경계,14,6,상승경계,6,1,상승경계,6,2024-06-20,6,중순,6,하순,2024-06-21,10425,10421,10436,10284,10076,10204,,,,,,
2024-06-22,1201,양파,9.62,3.673,980,964,944,963,1221,894,안정,36,4,안정,4,1,안정,4,2024-06-21,6,중순,6,하순,2024-06-22,2023,2048,2071,2146,2144,2053,,,,,,
2024-06-22,1202,대파,23.102,11.099,1865,1710,1658,1369,1886,1515,하락심각,46,1,하락심각,1,1,하락심각,1,2024-06-21,6,중순,6,하순,2024-06-22,5149,5374,5085,5208,5739,4677,,,,,,
2024-06-24,1001,배추,-3.803,-4.956,2327.333,2500.667,2442.667,2179,2679.333,2419,안정,1,4,상승주의,5,1,상승주의,5,2024-06-22,6,중순,6,하순,2024-06-24,3479,3599,3478,3468,3919,3743,,,,,,
2024-06-24,1101,무,27.336,5.217,1472,1492.3,1395.2,1461,1279.7,1156,상승주의,20,5,상승주의,5,1,상승주의,5,2024-06-22,6,중순,6,하순,2024-06-24,2079,2086,2056,2086,1927,1765,,,,,,
2024-06-24,1207,건고추,17.813,0,13664,13664,13664,13664,12646,11598,상승심각,196,7,상승심각,7,1,상승심각,7,2024-06-20,6,중순,6,하순,2024-06-21,18753,18753,18727,18727,16339,15496,,,,,,
2024-06-24,1209,마늘,8.989,-1.241,6716.65,6695.8,6800,6805,6603.7,6163,상승경계,14,6,상승경계,6,1,상승경계,6,2024-06-20,6,중순,6,하순,2024-06-21,10425,10386,10436,10284,10076,10204,,,,,,
2024-06-24,1201,양파,8.501,-1.031,970,964,980,963,1221,894,안정,37,4,안정,4,1,안정,4,2024-06-22,6,중순,6,하순,2024-06-24,2047,2059,2023,2146,2144,2053,,,,,,
2024-06-24,1202,대파,63.432,24.677,2476,1710,1865,1369,1886,1515,하락심각,47,1,하락심각,1,1,하락심각,1,2024-06-22,6,중순,6,하순,2024-06-24,5308,5407,5149,5208,5739,4677,,,,,,
2024-06-25,1001,배추,-0.041,3.736,2417.667,2500.667,2327.333,2179,2679.333,2419,상승주의,1,5,상승주의,5,1,상승주의,5,2024-06-24,6,중순,6,하순,2024-06-25,3496,3599,3479,3468,3919,3743,,,,,,
2024-06-25,1101,무,15.917,-9.892,1339.5,1492.3,1472,1461,1279.7,1156,상승주의,21,5,상승주의,5,1,상승주의,5,2024-06-24,6,중순,6,하순,2024-06-25,2090,2086,2079,2086,1927,1765,,,,,,
2024-06-25,1207,건고추,17.813,0,13664,13664,13664,13664,12646,11598,상승심각,197,7,상승심각,7,1,상승심각,7,2024-06-21,6,중순,6,하순,2024-06-24,18753,18753,18753,18727,16339,15496,,,,,,
2024-06-25,1209,마늘,8.583,-0.374,6691.65,6695.8,6716.65,6805,6603.7,6163,상승경계,15,6,상승경계,6,1,상승경계,6,2024-06-21,6,중순,6,하순,2024-06-24,10425,10386,10425,10284,10076,10204,,,,,,
2024-06-25,1201,양파,7.494,-0.937,961,964,970,963,1221,894,안정,38,4,안정,4,1,안정,4,2024-06-24,6,중순,6,하순,2024-06-25,2037,2059,2047,2146,2144,2053,,,,,,
2024-06-25,1202,대파,15.512,-41.486,1750,1710,2476,1369,1886,1515,하락심각,48,1,하락심각,1,1,하락심각,1,2024-06-24,6,중순,6,하순,2024-06-25,5435,5407,5308,5208,5739,4677,,,,,,
2024-06-26,1001,배추,-8.847,-9.661,2204.667,2500.667,2417.667,2179,2679.333,2419,안정,1,4,상승주의,5,1,상승주의,5,2024-06-25,6,중순,6,하순,2024-06-26,3525,3599,3496,3468,3919,3743,,,,,,
2024-06-26,1101,무,13.062,-2.51,1306.7,1492.3,1339.5,1461,1279.7,1156,상승주의,22,5,상승주의,5,1,상승주의,5,2024-06-25,6,중순,6,하순,2024-06-26,2091,2086,2090,2086,1927,1765,,,,,,
2024-06-26,1207,건고추,17.813,0,13664,13664,13664,13664,12646,11598,상승심각,198,7,상승심각,7,1,상승심각,7,2024-06-24,6,중순,6,하순,2024-06-25,18753,18753,18753,18727,16339,15496,,,,,,
2024-06-26,1209,마늘,8.583,0,6691.65,6695.8,6691.65,6805,6603.7,6163,상승경계,16,6,상승경계,6,1,상승경계,6,2024-06-24,6,중순,6,하순,2024-06-25,10425,10386,10425,10284,10076,10204,,,,,,
2024-06-26,1201,양파,9.172,1.537,976,964,961,963,1221,894,안정,39,4,안정,4,1,안정,4,2024-06-25,6,중순,6,하순,2024-06-26,2033,2059,2037,2146,2144,2053,,,,,,
2024-06-26,1202,대파,-13.663,-33.792,1308,1710,1750,1369,1886,1515,하락심각,49,1,하락심각,1,1,하락심각,1,2024-06-25,6,중순,6,하순,2024-06-26,5398,5407,5435,5208,5739,4677,,,,,,
2024-06-27,1001,배추,-4.713,4.353,2305,2500.667,2204.667,2179,2679.333,2419,안정,2,4,상승주의,5,1,상승주의,5,2024-06-26,6,중순,6,하순,2024-06-27,3784,3599,3525,3468,3919,3743,,,,,,
2024-06-27,1101,무,24.481,9.213,1439.3,1492.3,1306.7,1461,1279.7,1156,상승주의,23,5,상승주의,5,1,상승주의,5,2024-06-26,6,중순,6,하순,2024-06-27,2086,2086,2091,2086,1927,1765,,,,,,
2024-06-27,1207,건고추,17.813,0,13664,13664,13664,13664,12646,11598,상승심각,199,7,상승심각,7,1,상승심각,7,2024-06-25,6,중순,6,하순,2024-06-26,18753,18753,18753,18727,16339,15496,,,,,,
2024-06-27,1209,마늘,8.583,0,6691.65,6695.8,6691.65,6805,6603.7,6163,상승경계,17,6,상승경계,6,1,상승경계,6,2024-06-25,6,중순,6,하순,2024-06-26,10402,10386,10425,10284,10076,10204,,,,,,
